10,0.0,0.0,-20
20,0.0,0.0,-20
30,0.0,0.0,-20
40,0.0,0.0,-20
50,0.0,0.0,-20
60,0.0,0.0,-20
70,0.0,0.0,-20
80,-166.12126775708424,-120.08661982648876,-20
90,-342.28039408864583,-247.34313863474705,-20
100,-347.28039408864583,-252.34313863474705,-20
110,-689.395092863721,-498.139352045515,-20
120,-694.395092863721,-503.139352045515,-20
130,-1035.8576691145083,-748.4697636532203,-20
140,-1040.8576691145083,-753.4697636532203,-20
150,-1599.5674619561942,-1153.9767585401387,-20
160,-2001.6855116946442,-1442.6325083533172,-20
170,-2348.7334945950543,-1693.3810675678956,-20
180,-2923.228666728594,-2106.5919048061382,-20
190,-3027.4329479365033,-2183.880677097502,-20
200,-3743.677745752206,-2698.3412469658615,-20
210,-4535.519736828792,-3268.2283834491373,-20
220,-4912.709815601892,-3541.9355825727803,-20
230,-5249.23799356249,-3786.5985668303506,-20
240,-6286.86831075949,-4532.048793399636,-20
250,-7360.352209524742,-5303.108721089102,-20
260,-8283.263786431482,-5966.616990308203,-20
270,-8992.379196834008,-6477.413712024292,-20
280,-9976.198529656673,-7184.427521183339,-20
290,-10823.52675414988,-7793.947681535629,-20
300,-12128.913953021352,-8730.65282358668,-20
310,-13057.624018065706,-9398.302870046933,-20
320,-13457.712062154622,-9688.365758681874,-20
330,-15039.338491468578,-10822.38463676327,-20
340,-16344.143175568031,-11758.673696834308,-20
350,-17232.98280977148,-12397.844864122486,-20
360,-18778.464979048604,-13506.046413606146,-20
370,-19348.49640531952,-13917.497432371087,-20
380,-20537.439254036184,-14771.028038597275,-20
390,-22051.03259511279,-15856.451853651992,-20
400,-23012.538564046263,-16547.52754574733,-20
410,-24348.018291487075,-17507.15592249077,-20
420,-25154.052770126378,-18088.609121518843,-20
430,-26378.324143168476,-18968.802959406057,-20
440,-27760.312800754695,-19963.080571967643,-20
450,-29693.97005165277,-21351.407179751983,-20
460,-30819.995239775162,-22162.85374269655,-20
470,-32938.3710767961,-23683.122197711506,-20
480,-34824.48156749966,-25037.48683392833,-20
490,-36508.07582007994,-26247.19701434282,-20
500,-37694.47240099572,-27103.194572139804,-20
510,-39595.31359549195,-28469.509711065682,-20
520,-41446.2888947905,-29800.20635342179,-20
530,-43760.2651845033,-31461.617988930935,-20
540,-45328.35427569685,-32590.253054069188,-20
550,-47774.90049955158,-34346.35749967971,-20
560,-49988.36526261816,-35935.97518758441,-20
570,-52318.836459497805,-37609.1688996413,-20
580,-54280.13216675361,-39018.66583339545,-20
590,-56817.409337868856,-40839.57809847777,-20
600,-58918.98889548282,-42350.706353916314,-20
610,-61707.071099265035,-44352.19364233218,-20
620,-63137.619595991324,-45384.01399713667,-20
630,-66432.2305230678,-47747.30751647702,-20
640,-68439.3544968936,-49190.96749778116,-20
650,-70911.07822366932,-50966.4844454781,-20
660,-73754.64428131789,-53007.60305808422,-20
670,-76645.9490801572,-55082.820771540864,-20
680,-78632.26910984049,-56511.62079274322,-20
690,-80424.15535278828,-57802.96810913449,-20
700,-83767.08578207529,-60202.20413005378,-20
710,-85561.04450786678,-61495.03179133342,-20
720,-88466.07964543621,-63581.48546102587,-20
730,-90798.37808759397,-65258.841491138555,-20
740,-94810.33575326638,-68135.95410947599,-20
750,-97454.36527240042,-70035.97519457173,-20
760,-101107.71461439776,-72656.93901028411,-20
770,-102644.78887908011,-73766.2777707715,-20
780,-105265.49727606645,-75649.64091147603,-20
790,-107898.15779037103,-77541.54127883643,-20
800,-112108.86709089718,-80560.61935064083,-20
810,-113359.45632313866,-81465.32594509903,-20
820,-116501.06602017261,-83720.76144298042,-20
830,-119030.59200312723,-85541.85143080515,-20
840,-122758.54067134463,-88218.957622389,-20
850,-124993.54837658913,-89829.67741184936,-20
860,-128114.58433257439,-92073.2745232674,-20
870,-130827.33222959262,-94026.66587828043,-20
880,-133832.18136220914,-96188.7009730065,-20
890,-135632.95433333138,-97490.68166666524,-20
900,-138606.3967385326,-99630.28338466611,-20
910,-141332.76824042771,-101593.40588601977,-20
920,-144119.2915323991,-103599.49395171362,-20
930,-146988.73517954964,-105664.81084253543,-20
940,-150228.75604574956,-107994.82574696394,-20
950,-151481.63147164375,-108905.45105117408,-20
960,-154833.04317059522,-111315.03083613943,-20
970,-157652.68216503027,-113344.77297502161,-20
980,-159604.3216141959,-114754.51543871134,-20
990,-162076.6194764947,-116536.15676892476,-20
1000,-163709.74384524685,-117718.38846089058,-20
1010,-168237.9278794758,-120968.51991391127,-20
1020,-170702.13180827737,-122744.37986305523,-20
1030,-172936.0344880521,-124355.7389200372,-20
1040,-175651.2099627828,-126310.86425913055,-20
1050,-177947.10322222507,-127966.50230158932,-20
1060,-181403.04948052604,-130450.74962894716,-20
1070,-182821.5863691405,-131479.70454938605,-20
1080,-185505.17665444268,-133412.2690388876,-20
1090,-187315.541417876,-134722.52958419712,-20
1100,-189803.63160257268,-136516.87971612334,-20
1110,-191634.89084879783,-137842.06489199845,-20
1120,-193270.68569586053,-139027.63263990037,-20
1130,-196565.05720583932,-141396.46943274236,-20
1140,-198265.0989964419,-142626.49928317277,-20
1150,-200619.5153180891,-144322.5109414922,-20
1160,-202536.70665876457,-145706.21904197466,-20
1170,-204045.94225716704,-146799.9587551193,-20
1180,-206859.6434273418,-148825.4595909584,-20
1190,-208853.2829373945,-150265.2020981389,-20
1200,-210921.32705631712,-151758.09075451217,-20
1210,-211930.33293517632,-152494.5235251259,-20
1220,-215193.27065803553,-154840.90761288247,-20
1230,-216737.22420254452,-155959.4458589603,-20
1240,-218523.91469590747,-157251.36763993383,-20
1250,-220859.78054149667,-158935.5575296404,-20
1260,-223189.2049917969,-160615.14642271202,-20
1270,-224660.91035263025,-161682.07882330727,-20
1280,-227088.69564645484,-163431.92546175342,-20
1290,-228221.0077855469,-164256.43413253347,-20
1300,-231043.81413488602,-166289.86723920426,-20
1310,-232305.3404246158,-167208.10030329696,-20
1320,-234149.76372318753,-168542.68837370534,-20
1330,-235394.5580221168,-169448.97001579768,-20
1340,-237692.74012077667,-171107.67151484042,-20
1350,-240033.04995935518,-172796.4642566822,-20
1360,-241749.65850611596,-174039.75607579702,-20
1370,-243907.16158142808,-175597.97255816282,-20
1380,-245340.99405788418,-176639.28146991716,-20
1390,-246691.812451373,-177621.29460812345,-20
1400,-249216.32052809774,-179441.6575200697,-20
1410,-250422.8461139343,-180317.74722423867,-20
1420,-252939.3349883601,-182129.52499168567,-20
1430,-253315.17594554537,-182413.69710396088,-20
1440,-255716.0616111306,-184145.7582936646,-20
1450,-256914.49715592279,-185018.92653994472,-20
1460,-259336.54945706984,-186766.10675504975,-20
1470,-266473.8760292526,-191881.34002089457,-20
1480,-269190.967413037,-193839.26243788344,-20
1490,-278275.03215269156,-200345.02296620808,-20
1500,-280039.8813428643,-201622.77238776002,-20
1510,-281746.61983620276,-202857.58559728749,-20
1520,-284986.23113290424,-205187.30795207425,-20
1530,-286890.644163182,-206563.31725941552,-20
1540,-288403.9332940345,-207659.9523528816,-20
1550,-290833.36762365815,-209410.97687404134,-20
1560,-292951.1975832758,-210939.4268451968,-20
1570,-294279.48746051494,-211903.91961465334,-20
1580,-296781.23354625405,-213706.5953901813,-20
1590,-298399.13653837674,-214877.95467026893,-20
1600,-304703.2632137045,-219396.61658121733,-20
1610,-306628.338550486,-220788.81325034698,-20
1620,-308718.77213225956,-222297.69438018525,-20
1630,-310559.6341785094,-223628.3101275066,-20
1640,-313593.85433175735,-225811.3245226837,-20
1650,-315050.69320067955,-226867.63800048525,-20
1660,-319270.4622053982,-229898.90157528428,-20
1670,-320811.7443129971,-231016.96022356921,-20
1680,-324193.7858081045,-233451.27557721734,-20
1690,-325811.38526692323,-234623.8466192307,-20
1700,-328097.32025119534,-236275.22875085362,-20
1710,-330574.62985568366,-238063.30703977385,-20
1720,-331954.1872589515,-239067.27661353658,-20
1730,-342212.562337886,-246413.25881277554,-20
1740,-345117.83826743934,-248507.02733388505,-20
1750,-348511.5122262613,-250949.65159018646,-20
1760,-349694.03942350677,-251812.88530250467,-20
1770,-352508.7428440544,-253841.95917432444,-20
1780,-356024.88085636793,-256372.05775454838,-20
1790,-359527.5821467158,-258892.55867622542,-20
1800,-361009.47133814445,-259971.0509558173,-20
1810,-364755.6050535836,-262666.86075255956,-20
1820,-366611.3275843898,-264012.3768459925,-20
1830,-369234.8744752463,-265909.19605374715,-20
1840,-371672.47423702374,-267673.19588358817,-20
1850,-375033.86052816897,-270098.47180583474,-20
1860,-377272.81188559206,-271723.43706113694,-20
1870,-378927.56606072746,-272931.1186148051,-20
1880,-381386.85270105576,-274712.037643611,-20
1890,-382860.4645103096,-275788.9032216495,-20
1900,-386045.2228088952,-278088.0162920678,-20
1910,-387261.60507565754,-278981.1464826123,-20
1920,-389117.5541911528,-280331.11013653746,-20
1930,-392448.1330634723,-282734.3807596228,-20
1940,-393902.07704203227,-283795.76931573707,-20
1950,-395276.519513751,-284801.799652679,-20
1960,-396399.9542168546,-285628.53872632445,-20
1970,-399533.5896256437,-287892.5640183167,-20
1980,-401099.9421652187,-289037.10154658457,-20
1990,-402760.23192761396,-290248.73709115264,-20
2000,-404540.2393558147,-291545.88525415317,-20
2010,-406764.27302405966,-293160.19501718524,-20
2020,-409155.77562982595,-294894.1254498754,-20
2030,-410107.51490062906,-295599.6535004491,-20
2040,-412772.70480745006,-297530.5034338927,-20
2050,-414301.0821807187,-298649.3444147989,-20
2060,-416596.97476563393,-300316.4105468812,-20
2070,-419663.44325604127,-302533.8880400293,-20
2080,-420743.64154113445,-303332.60110081016,-20
2090,-422503.2976198749,-304616.64115705335,-20
2100,-424174.2718404814,-305837.3370289151,-20
2110,-426452.1049489347,-307491.50353495317,-20
2120,-428739.35651485657,-309152.3975106116,-20
2130,-429853.8120729086,-309975.58005207736,-20
2140,-431768.3493901017,-311370.2495643581,-20
2150,-433662.13529106835,-312750.0966364771,-20
2160,-435739.9719342123,-314261.40852443705,-20
2170,-437926.5138199558,-315850.36701425386,-20
2180,-440221.11925689765,-317516.5137549266,-20
2190,-445031.6566986103,-320979.75478472136,-20
2200,-447699.2975509761,-322912.3553935541,-20
2210,-448583.79808313795,-323569.85577366967,-20
2220,-450342.53999867453,-324851.8142847672,-20
2230,-460281.5840073029,-331976.8457195017,-20
2240,-461914.6318335418,-333167.5941668152,-20
2250,-464414.57725347363,-334977.55518105224,-20
2260,-467478.77931746433,-337190.55665533134,-20
2270,-468961.7806839828,-338274.12905998743,-20
2280,-472001.11827976216,-340469.3701998298,-20
2290,-474516.4717282199,-342291.76552015677,-20
2300,-475784.51091225195,-343223.22208017966,-20
2310,-478327.6958580499,-345065.4970414639,-20
2320,-480277.5058815999,-346483.93277257105,-20
2330,-482839.47306163935,-348339.6236154564,-20
2340,-484711.24508398917,-349702.31791713485,-20
2350,-488294.73149886465,-352287.6653563316,-20
2360,-490382.4736053604,-353804.62400382856,-20
2370,-491994.9617480023,-354982.115534287,-20
2380,-494214.61008783744,-356591.864348455,-20
2390,-496190.58561118925,-358027.56115084916,-20
2400,-498087.68269327586,-359406.9162094824,-20
2410,-500279.50298709894,-360996.7878479275,-20
2420,-502920.2658382268,-362905.9041701617,-20
2430,-504716.44890567806,-364211.74921834114,-20
2440,-507972.39718159975,-366560.28370114235,-20
2450,-509517.34369315737,-367686.6740665406,-20
2460,-511263.779086853,-368956.98506203754,-20
2470,-513633.1129123746,-370672.2235088387,-20
2480,-515708.1574977661,-372178.6839269755,-20
2490,-517773.91368547204,-373678.5097753369,-20
2500,-519391.9654791335,-374858.54677080933,-20
2510,-522563.3612061496,-377148.1151472494,-20
2520,-524044.29727571557,-378230.21233979653,-20
2530,-526027.2144810995,-379670.86748649937,-20
2540,-527546.0775160381,-380780.0553685984,-20
2550,-530467.2961139726,-382890.9257956944,-20
2560,-531489.0640222348,-383645.0457301674,-20
2570,-534223.9829383497,-385624.2735273924,-20
2580,-535929.5140330544,-386866.79573789577,-20
2590,-538617.4070271259,-388811.0050193755,-20
2600,-540566.2091983551,-390227.29228453914,-20
2610,-542389.7297058519,-391554.0926470368,-20
2620,-544113.3800161292,-392810.9857258063,-20
2630,-546788.9287887049,-394747.8062776461,-20
2640,-549149.0299509063,-396459.3071077899,-20
2650,-550092.9599536292,-397157.82853830623,-20
2660,-552856.2330503835,-399155.8807502736,-20
2670,-554483.9094479018,-400342.7924627866,-20
2680,-557396.3462544162,-402447.39018172544,-20
2690,-558039.9674066926,-402931.4052904943,-20
2700,-560448.1057614348,-404677.21840102447,-20
2710,-562020.9223318024,-405826.3730941442,-20
2720,-563688.0423303959,-407041.4588074253,-20
2730,-566294.9744278745,-408927.8388770528,-20
2740,-568507.1434532014,-410532.24532371486,-20
2750,-570165.4045574553,-411742.43182675337,-20
2760,-571681.888910955,-412852.77779353893,-20
2770,-581138.0126894332,-419634.2947781661,-20
2780,-583433.3342116952,-421300.9530083533,-20
2790,-585398.568609457,-422731.83472104033,-20
2800,-588342.7573746019,-424860.5409818581,-20
2810,-589746.4212690303,-425890.3009064498,-20
2820,-592262.2519577283,-427714.4656840912,-20
